epoch,grad_cosine_shared,grad_norm_next_region_shared,grad_norm_next_category_shared,loss_ratio_next_region_to_next_category,loss_weight_next_region,loss_weight_next_category,head_alpha,head_beta,reg_encoder_l2norm,reg_encoder_drift_from_init,reg_encoder_step_drift,cat_encoder_l2norm,cat_encoder_drift_from_init,cat_encoder_step_drift
18,-0.007352,0.126005,0.077028,1.936871,0.500000,0.500000,0.000000,0.170551,32.823765,8.151145,1.442070,32.000797,2.367139,0.415059
19,-0.001121,0.108988,0.057957,1.924367,0.500000,0.500000,0.000000,0.173450,32.896343,8.526568,1.401862,31.997774,2.497997,0.415135
20,0.006897,0.119301,0.088064,1.904031,0.500000,0.500000,0.000000,0.175980,32.963108,8.878381,1.400148,31.996973,2.636021,0.433616
21,0.001741,0.114686,0.071101,1.900250,0.500000,0.500000,0.000000,0.178742,33.029518,9.210360,1.377948,31.996740,2.766251,0.428256
22,0.016683,0.127162,0.064242,1.893800,0.500000,0.500000,0.000000,0.181075,33.098763,9.524692,1.364201,31.995329,2.885117,0.421887
23,0.001115,0.119626,0.054220,1.883995,0.500000,0.500000,0.000000,0.183346,33.159405,9.815404,1.313859,31.994520,3.000704,0.424554
24,0.000144,0.136782,0.065200,1.874748,0.500000,0.500000,0.000000,0.184952,33.215252,10.088473,1.293538,31.994850,3.111364,0.421373
25,-0.000127,0.146184,0.065657,1.867572,0.500000,0.500000,0.000000,0.187117,33.268375,10.349198,1.277490,31.994781,3.217241,0.412974
26,0.010754,0.127678,0.072190,1.865833,0.500000,0.500000,0.000000,0.189257,33.317127,10.584544,1.189005,31.996058,3.323115,0.407668
27,-0.011586,0.142966,0.063768,1.858277,0.500000,0.500000,0.000000,0.191005,33.361397,10.796279,1.185095,31.997307,3.418543,0.394530
28,-0.009093,0.143139,0.067980,1.854571,0.500000,0.500000,0.000000,0.192373,33.401669,10.994650,1.117560,31.997742,3.508282,0.393321
29,-0.002135,0.126858,0.073192,1.846859,0.500000,0.500000,0.000000,0.194520,33.438179,11.167600,1.049153,31.997742,3.590358,0.378664
30,-0.022010,0.143123,0.073236,1.838063,0.500000,0.500000,0.000000,0.196005,33.468094,11.316328,0.995130,31.998167,3.669313,0.360113
31,0.000786,0.137947,0.073861,1.837973,0.500000,0.500000,0.000000,0.197747,33.493313,11.449345,0.921318,31.999115,3.746309,0.338010
32,-0.004443,0.129763,0.073156,1.836540,0.500000,0.500000,0.000000,0.199164,33.513763,11.565242,0.860066,31.999756,3.817369,0.320183
33,0.004834,0.160834,0.073046,1.836301,0.500000,0.500000,0.000000,0.200658,33.531868,11.673195,0.809320,32.000404,3.882103,0.301249
34,-0.008512,0.155155,0.075781,1.824992,0.500000,0.500000,0.000000,0.202303,33.547840,11.770322,0.743591,31.999874,3.940537,0.288226
35,0.005456,0.145221,0.077349,1.828910,0.500000,0.500000,0.000000,0.203571,33.558678,11.854520,0.668287,32.000454,3.992535,0.257183
36,-0.003215,0.157240,0.089151,1.828923,0.500000,0.500000,0.000000,0.205011,33.569080,11.925239,0.593334,31.999790,4.038095,0.233397
37,-0.000201,0.128480,0.085919,1.826629,0.500000,0.500000,0.000000,0.206350,33.575150,11.982454,0.525609,31.999458,4.077985,0.208538
38,0.001672,0.141702,0.084915,1.825602,0.500000,0.500000,0.000000,0.207360,33.578960,12.030394,0.453525,31.999153,4.113599,0.181275
39,-0.005640,0.134477,0.091517,1.821529,0.500000,0.500000,0.000000,0.208380,33.580109,12.065945,0.390802,31.998596,4.144566,0.159780
40,-0.005586,0.143064,0.090288,1.826572,0.500000,0.500000,0.000000,0.209170,33.580166,12.094635,0.330192,31.998272,4.170588,0.137689
41,-0.004664,0.133828,0.099123,1.823600,0.500000,0.500000,0.000000,0.209804,33.578911,12.116134,0.277903,31.997660,4.190769,0.113988
42,-0.002802,0.134534,0.097301,1.817434,0.500000,0.500000,0.000000,0.210488,33.577267,12.132229,0.227092,31.997099,4.207182,0.094200
43,-0.005615,0.137141,0.096985,1.824801,0.500000,0.500000,0.000000,0.210943,33.575832,12.145210,0.175389,31.996477,4.219655,0.072682
44,-0.002946,0.137006,0.099182,1.824415,0.500000,0.500000,0.000000,0.211381,33.574295,12.154305,0.133399,31.996027,4.229212,0.055201
45,0.006884,0.140984,0.099986,1.820884,0.500000,0.500000,0.000000,0.211701,33.572994,12.159998,0.095721,31.995634,4.236310,0.038949
46,-0.006977,0.135642,0.098677,1.818663,0.500000,0.500000,0.000000,0.211930,33.571941,12.163605,0.063798,31.995359,4.241087,0.026551
47,-0.000702,0.134523,0.100280,1.826276,0.500000,0.500000,0.000000,0.212075,33.571293,12.165780,0.038863,31.995205,4.243964,0.016256
48,-0.006755,0.139450,0.103785,1.820783,0.500000,0.500000,0.000000,0.212162,33.570908,12.166776,0.020125,31.995104,4.245333,0.008245
49,-0.000501,0.138008,0.097903,1.824169,0.500000,0.500000,0.000000,0.212197,33.570740,12.167091,0.007344,31.995064,4.245795,0.003055
50,-0.007221,0.137250,0.098849,1.823268,0.500000,0.500000,0.000000,0.212202,33.570721,12.167130,0.000993,31.995058,4.245854,0.000421
