Category,precision,recall,f1-score,support
Unknown-50,33.83 ± 33.30,32.00 ± 29.50,32.62 ± 30.83,1120.00 ± 901.11
Unknown-51,45.27 ± 20.15,51.02 ± 15.98,47.72 ± 18.51,1080.00 ± 432.43
Unknown-52,6.67 ± 14.91,10.00 ± 22.36,8.00 ± 17.89,120.00 ± 130.38
Unknown-53,33.04 ± 8.86,32.90 ± 9.97,32.73 ± 9.22,3160.00 ± 973.65
Unknown-54,74.88 ± 1.96,79.73 ± 2.73,77.22 ± 2.13,58180.00 ± 5199.23
Unknown-55,35.68 ± 20.72,39.78 ± 23.04,37.15 ± 20.88,4340.00 ± 829.46
Unknown-56,39.68 ± 22.64,43.33 ± 36.51,39.36 ± 24.87,660.00 ± 826.44
Unknown-57,26.47 ± 12.93,31.25 ± 14.11,28.45 ± 13.01,3720.00 ± 1249.80
Unknown-58,55.76 ± 11.28,59.40 ± 12.17,57.50 ± 11.67,9620.00 ± 5100.20
Unknown-59,61.22 ± 1.86,62.17 ± 2.20,61.69 ± 1.98,99580.00 ± 4516.30
Unknown-60,47.00 ± 21.15,50.87 ± 19.71,48.68 ± 20.64,3520.00 ± 3139.59
Unknown-61,6.50 ± 9.29,7.22 ± 11.04,6.19 ± 8.52,620.00 ± 589.07
Unknown-62,42.56 ± 11.09,48.39 ± 10.23,44.52 ± 9.40,1900.00 ± 484.77
Unknown-63,39.73 ± 41.76,34.67 ± 40.93,36.78 ± 41.12,1080.00 ± 1925.36
Unknown-64,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,533.33 ± 757.19
Unknown-65,55.06 ± 5.98,58.61 ± 5.59,56.72 ± 5.50,11280.00 ± 5299.25
Unknown-66,37.10 ± 7.49,38.30 ± 8.46,37.54 ± 7.45,2740.00 ± 1021.27
Unknown-67,33.68 ± 12.10,36.32 ± 14.67,34.81 ± 12.97,2560.00 ± 450.56
Unknown-68,34.99 ± 22.27,34.11 ± 19.73,34.37 ± 20.81,5940.00 ± 2578.37
Unknown-69,42.32 ± 5.00,41.96 ± 4.10,42.08 ± 4.20,7380.00 ± 1840.38
Unknown-70,74.79 ± 14.28,70.93 ± 17.11,72.76 ± 15.84,2400.00 ± 1433.53
Unknown-71,46.02 ± 8.76,41.70 ± 10.77,43.35 ± 8.58,1260.00 ± 594.14
Unknown-72,26.62 ± 7.44,23.11 ± 6.38,23.93 ± 4.23,1240.00 ± 740.27
Unknown-73,47.58 ± 16.93,50.89 ± 11.49,48.46 ± 14.61,1480.00 ± 601.66
Unknown-74,52.19 ± 8.03,54.12 ± 7.52,53.13 ± 7.75,20120.00 ± 6003.08
Unknown-75,39.36 ± 15.57,34.29 ± 10.77,36.29 ± 12.30,1300.00 ± 200.00
Unknown-76,71.83 ± 8.00,76.10 ± 8.20,73.83 ± 7.64,9340.00 ± 1771.44
Unknown-77,26.11 ± 20.63,32.98 ± 13.61,27.11 ± 14.61,880.00 ± 630.08
Unknown-78,43.43 ± 11.10,41.60 ± 7.63,42.08 ± 7.83,2360.00 ± 482.70
Unknown-79,22.36 ± 5.27,24.75 ± 6.17,23.18 ± 4.62,1500.00 ± 648.07
Unknown-80,28.00 ± 26.37,33.33 ± 31.18,30.43 ± 28.56,440.00 ± 207.36
Unknown-81,8.05 ± 6.02,8.46 ± 6.57,8.18 ± 6.15,2640.00 ± 730.07
Unknown-82,38.57 ± 41.53,16.50 ± 20.59,19.39 ± 19.75,560.00 ± 181.66
Unknown-83,49.35 ± 9.22,66.18 ± 11.99,56.34 ± 10.00,1220.00 ± 593.30
Unknown-84,42.77 ± 17.20,47.88 ± 12.04,44.70 ± 14.61,820.00 ± 303.32
Unknown-85,42.28 ± 24.04,44.51 ± 25.04,43.27 ± 24.37,10120.00 ± 4232.26
Unknown-86,69.77 ± 4.93,73.46 ± 9.22,71.48 ± 6.80,9140.00 ± 4386.68
Unknown-87,20.57 ± 16.81,19.83 ± 11.14,19.83 ± 13.93,2200.00 ± 1518.22
Unknown-89,21.14 ± 18.33,14.21 ± 9.98,16.64 ± 12.79,2780.00 ± 576.19
Unknown-90,15.52 ± 15.89,13.78 ± 13.44,14.41 ± 14.23,820.00 ± 164.32
Unknown-91,22.16 ± 5.97,39.68 ± 24.45,26.30 ± 7.77,720.00 ± 334.66
Unknown-92,60.12 ± 8.39,73.23 ± 15.57,65.50 ± 10.41,1120.00 ± 192.35
Unknown-94,52.73 ± 16.67,56.06 ± 20.94,53.81 ± 18.35,2540.00 ± 1301.15
Unknown-95,28.97 ± 18.83,28.61 ± 19.11,28.37 ± 18.56,2180.00 ± 785.49
Unknown-96,59.33 ± 6.50,59.35 ± 4.92,59.29 ± 5.43,14320.00 ± 3917.52
Unknown-97,19.03 ± 12.91,18.37 ± 8.56,17.22 ± 10.91,1220.00 ± 506.95
Unknown-98,31.67 ± 21.92,27.71 ± 21.37,29.38 ± 21.43,420.00 ± 216.79
Unknown-100,23.59 ± 8.23,22.78 ± 8.60,23.16 ± 8.39,3380.00 ± 622.09
Unknown-101,1.60 ± 3.58,1.54 ± 3.44,1.57 ± 3.51,1480.00 ± 798.12
Unknown-102,42.86 ± 13.44,32.18 ± 17.21,31.92 ± 13.60,4240.00 ± 2056.21
Unknown-103,43.14 ± 24.50,41.93 ± 22.28,42.09 ± 23.25,1720.00 ± 683.37
Unknown-104,2.86 ± 6.39,2.86 ± 6.39,2.86 ± 6.39,540.00 ± 114.02
Unknown-105,16.05 ± 3.86,16.96 ± 8.21,16.15 ± 6.30,5360.00 ± 1006.48
Unknown-106,5.74 ± 8.31,9.33 ± 14.61,7.06 ± 10.52,1460.00 ± 568.33
Unknown-107,14.38 ± 8.57,12.96 ± 8.74,13.06 ± 7.62,1380.00 ± 396.23
Unknown-108,26.95 ± 18.77,24.50 ± 17.91,25.62 ± 18.29,2160.00 ± 1628.80
Unknown-109,2.00 ± 4.47,1.54 ± 3.44,1.74 ± 3.89,1660.00 ± 304.96
Unknown-110,21.78 ± 7.16,23.71 ± 10.28,22.61 ± 8.51,5320.00 ± 1382.75
Unknown-111,48.86 ± 8.41,50.75 ± 9.33,49.76 ± 8.74,7440.00 ± 1818.79
Unknown-112,50.40 ± 8.89,47.70 ± 10.36,48.90 ± 9.36,3700.00 ± 1772.00
Unknown-113,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,360.00 ± 230.22
Unknown-114,21.33 ± 14.88,26.57 ± 20.04,23.41 ± 16.76,580.00 ± 294.96
Unknown-115,14.35 ± 5.20,15.46 ± 7.62,14.39 ± 4.85,1840.00 ± 654.22
Unknown-116,20.00 ± 44.72,6.67 ± 14.91,10.00 ± 22.36,160.00 ± 114.02
Unknown-117,32.69 ± 29.85,32.58 ± 30.10,32.57 ± 29.85,31160.00 ± 4368.98
Unknown-118,12.14 ± 14.45,18.33 ± 21.34,14.58 ± 17.18,325.00 ± 263.00
Unknown-119,31.37 ± 6.87,36.69 ± 8.37,33.81 ± 7.53,9600.00 ± 1776.23
Unknown-120,73.76 ± 2.56,45.54 ± 1.35,56.30 ± 1.69,70240.00 ± 1190.80
Unknown-121,5.45 ± 12.20,7.50 ± 16.77,6.32 ± 14.12,1000.00 ± 463.68
Unknown-122,18.47 ± 21.76,30.29 ± 33.60,22.46 ± 25.23,400.00 ± 264.58
Unknown-123,40.59 ± 22.95,40.69 ± 22.87,40.57 ± 22.78,9160.00 ± 2294.12
Unknown-124,19.94 ± 28.17,23.00 ± 31.63,21.27 ± 29.61,3100.00 ± 1869.49
Unknown-125,25.86 ± 6.59,27.61 ± 5.83,26.47 ± 5.39,2260.00 ± 1154.56
Unknown-126,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,140.00 ± 114.02
Unknown-127,6.22 ± 9.08,5.71 ± 7.82,5.83 ± 8.12,840.00 ± 439.32
Unknown-128,26.67 ± 27.89,28.33 ± 29.81,27.05 ± 28.30,280.00 ± 83.67
Unknown-129,17.98 ± 7.66,22.78 ± 9.55,19.82 ± 8.23,780.00 ± 109.54
Unknown-130,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-131,29.96 ± 18.33,33.45 ± 19.76,31.33 ± 18.41,880.00 ± 465.83
Unknown-132,15.83 ± 20.50,13.89 ± 14.96,14.35 ± 16.65,500.00 ± 234.52
Unknown-133,12.50 ± 21.65,8.57 ± 12.78,9.94 ± 15.86,780.00 ± 420.71
Unknown-134,14.61 ± 16.50,15.45 ± 14.14,14.23 ± 13.77,620.00 ± 349.28
Unknown-135,28.30 ± 13.23,28.75 ± 12.78,28.50 ± 13.01,5660.00 ± 753.66
Unknown-136,17.62 ± 12.80,21.94 ± 14.78,19.52 ± 13.71,2380.00 ± 476.45
Unknown-137,35.63 ± 23.07,45.84 ± 35.92,35.79 ± 20.33,860.00 ± 965.92
Unknown-138,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,400.00 ± 300.00
Unknown-139,46.67 ± 17.24,43.53 ± 19.62,44.84 ± 18.25,1260.00 ± 844.39
Unknown-140,25.83 ± 35.40,30.00 ± 41.50,27.62 ± 37.86,300.00 ± 187.08
Unknown-141,24.91 ± 42.77,44.00 ± 51.77,25.74 ± 42.32,160.00 ± 207.36
Unknown-142,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,375.00 ± 359.40
Unknown-143,33.02 ± 21.16,38.55 ± 23.08,35.38 ± 21.77,2200.00 ± 484.77
Unknown-144,2.67 ± 5.96,6.67 ± 14.91,3.81 ± 8.52,400.00 ± 200.00
Unknown-145,6.67 ± 14.91,2.00 ± 4.47,3.08 ± 6.88,520.00 ± 828.85
Unknown-146,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,175.00 ± 221.74
Unknown-147,44.46 ± 8.74,43.58 ± 13.17,43.35 ± 9.29,1740.00 ± 694.98
Unknown-148,27.46 ± 16.39,27.09 ± 18.78,26.90 ± 17.77,2880.00 ± 1940.88
Unknown-149,20.00 ± 44.72,6.67 ± 14.91,10.00 ± 22.36,440.00 ± 343.51
Unknown-150,50.91 ± 16.61,52.31 ± 8.75,51.22 ± 13.20,1440.00 ± 1021.27
Unknown-151,40.36 ± 4.84,40.71 ± 7.33,40.46 ± 5.89,5480.00 ± 3840.18
Unknown-152,2.50 ± 5.59,1.67 ± 3.73,2.00 ± 4.47,2080.00 ± 1984.19
Unknown-153,16.67 ± 23.57,9.17 ± 14.55,11.64 ± 17.70,580.00 ± 277.49
Unknown-154,9.08 ± 8.88,15.83 ± 16.77,10.41 ± 9.65,780.00 ± 402.49
Unknown-155,46.43 ± 26.59,48.07 ± 27.89,47.10 ± 27.01,15820.00 ± 3828.45
Unknown-156,63.11 ± 6.10,67.97 ± 6.76,65.37 ± 5.87,6220.00 ± 1054.51
Unknown-157,42.57 ± 17.54,44.90 ± 19.78,42.97 ± 18.65,1200.00 ± 234.52
Unknown-158,6.67 ± 14.91,3.53 ± 7.89,4.62 ± 10.32,1120.00 ± 846.76
Unknown-159,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-160,27.50 ± 32.02,12.50 ± 15.96,16.96 ± 20.90,450.00 ± 369.68
Unknown-161,1.25 ± 2.80,2.86 ± 6.39,1.74 ± 3.89,580.00 ± 294.96
Unknown-162,27.63 ± 15.77,26.30 ± 16.35,26.39 ± 15.03,1140.00 ± 512.84
Unknown-163,43.93 ± 16.16,45.64 ± 12.07,44.58 ± 14.23,2680.00 ± 637.97
Unknown-164,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,220.00 ± 44.72
Unknown-165,1.56 ± 3.12,2.27 ± 4.55,1.85 ± 3.70,775.00 ± 991.21
Unknown-166,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 129.10
Unknown-167,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 100.00
Unknown-168,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,440.00 ± 507.94
Unknown-169,21.39 ± 8.04,19.39 ± 6.50,19.83 ± 6.23,2180.00 ± 432.43
Unknown-170,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,1100.00 ± 1294.22
Unknown-171,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,320.00 ± 258.84
Unknown-172,26.19 ± 35.40,29.52 ± 34.40,26.08 ± 31.87,420.00 ± 370.14
Unknown-173,36.14 ± 7.79,36.20 ± 5.74,35.77 ± 5.14,2800.00 ± 1007.47
Unknown-174,8.00 ± 13.04,11.00 ± 15.17,8.86 ± 13.34,720.00 ± 228.04
Unknown-175,49.19 ± 7.56,50.91 ± 8.49,50.01 ± 7.92,6920.00 ± 2338.16
Unknown-176,19.69 ± 20.71,19.28 ± 19.97,18.93 ± 19.93,1100.00 ± 452.77
Unknown-177,11.28 ± 9.41,19.60 ± 19.92,14.15 ± 12.86,960.00 ± 461.52
Unknown-178,38.25 ± 12.26,41.70 ± 8.08,39.71 ± 10.11,2780.00 ± 712.04
Unknown-179,10.00 ± 22.36,10.00 ± 22.36,10.00 ± 22.36,120.00 ± 178.89
Unknown-180,23.78 ± 21.37,18.61 ± 16.94,20.62 ± 18.76,1040.00 ± 427.78
Unknown-181,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,125.00 ± 95.74
Unknown-182,8.25 ± 8.20,9.00 ± 10.25,8.53 ± 9.01,1200.00 ± 430.12
Unknown-183,8.61 ± 9.54,12.00 ± 13.04,10.02 ± 11.01,820.00 ± 349.28
Unknown-184,58.59 ± 8.66,58.16 ± 9.28,58.37 ± 8.97,18840.00 ± 6890.79
Unknown-186,23.52 ± 15.77,34.29 ± 21.87,26.87 ± 17.77,820.00 ± 676.02
Unknown-187,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,760.00 ± 364.69
Unknown-188,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 122.47
Unknown-189,25.52 ± 16.26,49.00 ± 36.77,32.06 ± 21.38,440.00 ± 207.36
Unknown-190,24.20 ± 16.00,18.54 ± 10.90,20.75 ± 12.58,1320.00 ± 843.80
Unknown-191,24.74 ± 3.28,31.24 ± 6.83,27.28 ± 3.68,3560.00 ± 684.11
Unknown-193,21.87 ± 9.29,22.57 ± 12.31,21.73 ± 10.49,3100.00 ± 1469.69
Unknown-194,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,120.00 ± 130.38
Unknown-195,51.56 ± 10.67,57.99 ± 14.27,54.22 ± 11.67,5200.00 ± 2045.73
Unknown-196,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,380.00 ± 363.32
Unknown-197,32.28 ± 5.60,48.43 ± 3.52,38.42 ± 4.16,2740.00 ± 1633.40
Unknown-198,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 336.65
Unknown-199,27.11 ± 19.20,28.76 ± 19.10,27.44 ± 18.71,1900.00 ± 830.66
Unknown-200,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 100.00
Unknown-201,15.88 ± 15.75,14.52 ± 17.05,14.42 ± 14.83,800.00 ± 380.79
Unknown-202,4.73 ± 4.76,10.15 ± 10.84,6.20 ± 6.07,580.00 ± 311.45
Unknown-203,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,550.00 ± 387.30
Unknown-204,41.18 ± 27.86,49.64 ± 25.55,43.47 ± 23.58,680.00 ± 192.35
Unknown-205,25.00 ± 28.87,37.50 ± 47.87,29.17 ± 34.36,100.00 ± 81.65
Unknown-206,25.96 ± 26.07,27.74 ± 26.87,26.75 ± 26.38,2620.00 ± 2777.05
Unknown-207,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,420.00 ± 277.49
Unknown-208,12.12 ± 11.88,12.67 ± 14.07,11.94 ± 12.52,1080.00 ± 465.83
Unknown-209,6.18 ± 10.83,4.29 ± 6.39,4.93 ± 7.92,900.00 ± 458.26
Unknown-210,20.14 ± 19.78,28.95 ± 30.09,23.66 ± 23.75,640.00 ± 336.15
Unknown-211,17.89 ± 10.67,18.05 ± 11.81,17.88 ± 11.04,5340.00 ± 1558.20
Unknown-212,23.12 ± 12.04,21.97 ± 16.72,22.19 ± 14.02,4560.00 ± 1215.73
Unknown-213,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 182.57
Unknown-214,6.67 ± 14.91,6.67 ± 14.91,6.67 ± 14.91,200.00 ± 100.00
Unknown-215,26.49 ± 11.41,46.17 ± 22.28,32.66 ± 13.23,620.00 ± 216.79
Unknown-216,1.18 ± 2.63,1.05 ± 2.35,1.11 ± 2.48,960.00 ± 669.33
Unknown-217,45.21 ± 8.10,43.27 ± 10.93,44.11 ± 9.48,14360.00 ± 4581.27
Unknown-218,44.41 ± 17.12,53.86 ± 15.96,47.58 ± 14.75,1500.00 ± 758.29
Unknown-219,48.55 ± 9.78,47.39 ± 7.39,47.63 ± 7.60,3800.00 ± 1272.79
Unknown-220,26.37 ± 11.29,29.01 ± 4.96,26.95 ± 9.40,2300.00 ± 860.23
Unknown-221,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,520.00 ± 521.54
Unknown-222,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,166.67 ± 57.74
Unknown-224,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,500.00 ± 692.82
Unknown-225,33.24 ± 4.19,38.68 ± 13.19,35.13 ± 6.52,2460.00 ± 820.37
Unknown-226,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,475.00 ± 689.81
Unknown-227,12.78 ± 18.80,16.89 ± 23.18,14.09 ± 19.69,880.00 ± 949.74
Unknown-228,33.57 ± 9.97,32.66 ± 7.96,32.03 ± 6.45,2160.00 ± 680.44
Unknown-229,32.52 ± 11.48,37.68 ± 13.35,34.49 ± 11.69,1760.00 ± 1105.89
Unknown-230,54.83 ± 9.01,51.83 ± 9.33,52.92 ± 8.36,5860.00 ± 2790.70
Unknown-231,46.13 ± 12.65,42.14 ± 12.53,43.73 ± 12.15,2720.00 ± 576.19
Unknown-232,16.19 ± 4.85,15.55 ± 5.07,15.50 ± 3.94,1320.00 ± 370.14
Unknown-233,41.76 ± 16.55,38.25 ± 15.38,39.66 ± 15.61,3360.00 ± 1883.61
Unknown-234,60.01 ± 2.59,59.00 ± 5.25,59.45 ± 3.76,10820.00 ± 3307.11
Unknown-235,10.00 ± 22.36,10.00 ± 22.36,10.00 ± 22.36,100.00 ± 70.71
Unknown-236,50.00 ± 70.71,16.67 ± 23.57,25.00 ± 35.36,200.00 ± 141.42
Unknown-237,9.05 ± 13.08,6.67 ± 9.43,7.27 ± 9.96,520.00 ± 567.45
Unknown-238,36.95 ± 5.52,40.45 ± 11.44,38.20 ± 6.80,3300.00 ± 1550.81
Unknown-239,13.78 ± 12.80,17.71 ± 16.35,15.33 ± 14.01,720.00 ± 491.93
Unknown-240,12.89 ± 10.35,11.32 ± 8.61,11.93 ± 9.29,1500.00 ± 308.22
Unknown-241,18.77 ± 13.62,24.88 ± 14.69,20.67 ± 12.88,740.00 ± 433.59
Unknown-242,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,600.00 ± 1067.71
Unknown-243,17.73 ± 16.84,16.95 ± 11.04,13.73 ± 10.14,840.00 ± 594.14
Unknown-244,31.42 ± 20.13,48.57 ± 30.78,35.38 ± 24.49,400.00 ± 187.08
Unknown-246,37.36 ± 16.97,41.44 ± 13.69,38.35 ± 13.95,2080.00 ± 1035.37
Unknown-247,1.00 ± 2.24,1.33 ± 2.98,1.14 ± 2.56,640.00 ± 572.71
Unknown-248,15.05 ± 11.26,13.22 ± 11.94,13.79 ± 11.32,1920.00 ± 742.97
Unknown-249,18.30 ± 14.24,23.33 ± 13.69,19.30 ± 11.52,440.00 ± 270.19
Unknown-250,18.21 ± 18.75,19.86 ± 14.64,18.53 ± 16.17,660.00 ± 415.93
Unknown-251,28.68 ± 26.32,26.48 ± 27.55,26.45 ± 24.66,1020.00 ± 1418.45
Unknown-252,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 81.65
Unknown-253,37.46 ± 7.79,39.43 ± 10.62,38.09 ± 8.29,4640.00 ± 870.63
Unknown-254,12.50 ± 25.00,25.00 ± 50.00,16.67 ± 33.33,375.00 ± 359.40
Unknown-255,20.53 ± 12.54,25.68 ± 17.25,22.56 ± 14.13,3660.00 ± 194.94
Unknown-256,44.83 ± 10.68,38.76 ± 9.89,39.94 ± 6.28,640.00 ± 378.15
Unknown-257,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,540.00 ± 439.32
Unknown-258,24.35 ± 6.43,24.12 ± 4.05,23.72 ± 3.83,3680.00 ± 1595.93
Unknown-259,32.83 ± 21.44,41.67 ± 27.64,36.57 ± 24.00,560.00 ± 219.09
Unknown-260,27.81 ± 35.32,31.64 ± 39.04,28.79 ± 36.32,580.00 ± 544.98
Unknown-261,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 173.21
Unknown-262,32.65 ± 20.65,34.01 ± 23.96,32.85 ± 21.22,3260.00 ± 2020.64
Unknown-263,52.97 ± 47.21,56.26 ± 49.88,54.56 ± 48.51,3333.33 ± 3027.10
Unknown-264,28.92 ± 14.75,29.38 ± 12.89,27.95 ± 11.71,2660.00 ± 1273.97
Unknown-265,29.55 ± 23.95,22.18 ± 16.97,25.26 ± 19.86,2400.00 ± 1133.58
Unknown-266,59.91 ± 9.50,47.71 ± 7.49,53.03 ± 8.07,8960.00 ± 882.04
Unknown-267,60.73 ± 7.31,41.95 ± 6.59,49.58 ± 6.92,16760.00 ± 2020.64
Unknown-268,18.17 ± 15.77,19.83 ± 15.97,18.42 ± 15.21,680.00 ± 465.83
Unknown-269,9.90 ± 8.48,11.80 ± 10.54,10.74 ± 9.39,2600.00 ± 644.20
Unknown-270,4.00 ± 8.94,10.00 ± 22.36,5.71 ± 12.78,220.00 ± 130.38
Unknown-271,55.32 ± 7.81,54.40 ± 5.65,54.74 ± 6.33,7120.00 ± 1314.15
Unknown-272,15.88 ± 10.39,18.43 ± 7.87,16.88 ± 9.21,3660.00 ± 1016.37
Unknown-273,49.47 ± 7.68,45.59 ± 11.03,47.32 ± 9.39,4440.00 ± 1439.79
Unknown-274,33.41 ± 8.93,31.77 ± 6.33,32.52 ± 7.43,8400.00 ± 2767.67
Unknown-276,4.62 ± 10.32,7.06 ± 15.78,5.58 ± 12.48,540.00 ± 669.33
Unknown-277,12.49 ± 12.86,20.07 ± 18.66,14.92 ± 14.60,980.00 ± 725.95
