Category,precision,recall,f1-score,support
Unknown-490,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-493,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-498,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00
Unknown-509,0.00,0.00,0.00,100.00
Unknown-513,0.00,0.00,0.00,200.00
Unknown-519,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-524,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-546,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-552,0.00,0.00,0.00,100.00
Unknown-554,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-563,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 264.58
Unknown-583,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-597,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-604,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 212.13
Unknown-620,0.00,0.00,0.00,100.00
Unknown-624,0.00,0.00,0.00,200.00
Unknown-625,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-629,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-631,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-634,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 100.00
Unknown-635,0.00,0.00,0.00,100.00
Unknown-642,0.00,0.00,0.00,100.00
Unknown-655,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-680,0.00,0.00,0.00,300.00
Unknown-692,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-722,0.00,0.00,0.00,400.00
Unknown-729,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-744,0.00,0.00,0.00,100.00
Unknown-760,0.00,0.00,0.00,100.00
Unknown-770,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-779,0.00,0.00,0.00,100.00
Unknown-784,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-796,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-799,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-802,0.00,0.00,0.00,400.00
Unknown-822,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-846,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-862,0.00,0.00,0.00,100.00
Unknown-872,0.00,0.00,0.00,100.00
Unknown-887,0.00,0.00,0.00,100.00
Unknown-914,0.00,0.00,0.00,100.00
Unknown-918,0.00,0.00,0.00,100.00
Unknown-947,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-963,0.00,0.00,0.00,100.00
Unknown-984,0.00,0.00,0.00,100.00
Unknown-1025,0.00,0.00,0.00,100.00
Unknown-1039,0.00,0.00,0.00,100.00
Unknown-1044,0.00,0.00,0.00,100.00
Unknown-1045,0.00,0.00,0.00,100.00
Unknown-1056,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-1083,0.00,0.00,0.00,100.00
Unknown-1097,0.00,0.00,0.00,100.00
Unknown-1102,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-108,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-121,0.00,0.00,0.00,100.00
Unknown-145,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-168,0.00,0.00,0.00,100.00
Unknown-173,0.00,0.00,0.00,100.00
Unknown-203,0.00,0.00,0.00,100.00
Unknown-208,0.00,0.00,0.00,100.00
Unknown-369,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,300.00 ± 141.42
Unknown-428,0.00,0.00,0.00,100.00
Unknown-438,0.00,0.00,0.00,100.00
Unknown-452,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-453,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-478,0.00,0.00,0.00,200.00
Unknown-526,0.00,0.00,0.00,200.00
Unknown-557,0.00,0.00,0.00,100.00
Unknown-594,0.00,0.00,0.00,100.00
Unknown-595,0.00,0.00,0.00,100.00
Unknown-616,0.00,0.00,0.00,100.00
Unknown-617,0.00,0.00,0.00,100.00
Unknown-636,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-638,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-661,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-667,0.00,0.00,0.00,100.00
Unknown-686,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 212.13
Unknown-706,0.00,0.00,0.00,100.00
Unknown-707,0.00,0.00,0.00,100.00
Unknown-720,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-751,0.00,0.00,0.00,100.00
Unknown-762,0.00,0.00,0.00,100.00
Unknown-774,0.00,0.00,0.00,100.00
Unknown-775,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-789,0.00,0.00,0.00,100.00
Unknown-838,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 70.71
Unknown-848,0.00,0.00,0.00,300.00
Unknown-858,0.00,0.00,0.00,100.00
Unknown-890,0.00,0.00,0.00,100.00
Unknown-930,0.00,0.00,0.00,200.00
Unknown-952,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-961,0.00,0.00,0.00,200.00
Unknown-967,0.00,0.00,0.00,100.00
Unknown-988,0.00,0.00,0.00,100.00
Unknown-993,0.00,0.00,0.00,100.00
Unknown-1016,0.00,0.00,0.00,100.00
Unknown-1051,0.00,0.00,0.00,100.00
Unknown-1052,0.00,0.00,0.00,200.00
Unknown-1062,0.00,0.00,0.00,100.00
Unknown-125,0.00,0.00,0.00,100.00
Unknown-207,0.00,0.00,0.00,100.00
Unknown-217,0.00,0.00,0.00,100.00
Unknown-243,0.00,0.00,0.00,100.00
Unknown-244,0.00,0.00,0.00,100.00
Unknown-329,0.00,0.00,0.00,100.00
Unknown-347,0.00,0.00,0.00,300.00
Unknown-385,0.00,0.00,0.00,100.00
Unknown-458,0.00,0.00,0.00,100.00
Unknown-471,0.00,0.00,0.00,400.00
Unknown-473,0.00,0.00,0.00,300.00
Unknown-579,0.00,0.00,0.00,600.00
Unknown-601,0.00,0.00,0.00,100.00
Unknown-608,0.00,0.00,0.00,500.00
Unknown-628,0.00,0.00,0.00,100.00
Unknown-643,0.00,0.00,0.00,100.00
Unknown-669,0.00,0.00,0.00,100.00
Unknown-670,0.00,0.00,0.00,100.00
Unknown-727,0.00,0.00,0.00,300.00
Unknown-749,0.00,0.00,0.00,100.00
Unknown-750,0.00,0.00,0.00,100.00
Unknown-757,0.00,0.00,0.00,100.00
Unknown-766,0.00,0.00,0.00,100.00
Unknown-811,0.00,0.00,0.00,100.00
Unknown-839,0.00,0.00,0.00,100.00
Unknown-900,0.00,0.00,0.00,100.00
Unknown-908,0.00,0.00,0.00,100.00
Unknown-923,0.00,0.00,0.00,100.00
Unknown-970,0.00,0.00,0.00,100.00
Unknown-990,0.00,0.00,0.00,100.00
Unknown-1065,0.00,0.00,0.00,100.00
Unknown-1089,0.00,0.00,0.00,100.00
