Category,precision,recall,f1-score,support
Unknown-1271,0.00,0.00,0.00,100.00
Unknown-1275,0.00,0.00,0.00,100.00
Unknown-1285,0.00,0.00,0.00,100.00
Unknown-1313,0.00,0.00,0.00,900.00
Unknown-1321,0.00,0.00,0.00,100.00
Unknown-1371,0.00,0.00,0.00,100.00
Unknown-1390,0.00,0.00,0.00,100.00
Unknown-1392,0.00,0.00,0.00,100.00
Unknown-1393,0.00,0.00,0.00,300.00
Unknown-1395,0.00,0.00,0.00,100.00
Unknown-1399,0.00,0.00,0.00,100.00
Unknown-1433,0.00,0.00,0.00,100.00
Unknown-1434,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1435,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,200.00 ± 141.42
Unknown-1438,0.00,0.00,0.00,2200.00
Unknown-1444,0.00,0.00,0.00,100.00
Unknown-1451,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-1462,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 212.13
Unknown-1464,0.00,0.00,0.00,100.00
Unknown-1474,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-1490,0.00,0.00,0.00,100.00
Unknown-1536,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-30,0.00,0.00,0.00,100.00
Unknown-72,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-106,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-172,0.00,0.00,0.00,100.00
Unknown-317,0.00,0.00,0.00,500.00
Unknown-382,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,150.00 ± 212.13
Unknown-488,0.00,0.00,0.00,300.00
Unknown-511,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,250.00 ± 212.13
Unknown-541,68.75 ± 44.19,87.50 ± 17.68,75.00 ± 35.36,250.00 ± 212.13
Unknown-709,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-728,0.00,0.00,0.00,100.00
Unknown-781,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-830,0.00,0.00,0.00,100.00
Unknown-831,0.00,0.00,0.00,100.00
Unknown-862,0.00,0.00,0.00,100.00
Unknown-889,0.00,0.00,0.00,200.00
Unknown-899,0.00,0.00,0.00,100.00
Unknown-906,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-914,0.00,0.00,0.00,100.00
Unknown-984,0.00,0.00,0.00,300.00
Unknown-1000,0.00,0.00,0.00,100.00
Unknown-1014,0.00,0.00,0.00,100.00
Unknown-1041,0.00,0.00,0.00,100.00
Unknown-1042,0.00,0.00,0.00,300.00
Unknown-1071,0.00,0.00,0.00,100.00
Unknown-1091,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 141.42
Unknown-1138,0.00,0.00,0.00,100.00
Unknown-1210,0.00,0.00,0.00,100.00
Unknown-1240,0.00,0.00,0.00,100.00
Unknown-1253,0.00,0.00,0.00,100.00
Unknown-1278,0.00,0.00,0.00,100.00
Unknown-1298,0.00,0.00,0.00,200.00
Unknown-1299,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00,100.00 ± 0.00
Unknown-1304,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1306,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,100.00 ± 0.00
Unknown-1366,0.00 ± 0.00,0.00 ± 0.00,0.00 ± 0.00,50.00 ± 70.71
Unknown-1381,0.00,0.00,0.00,100.00
Unknown-1388,0.00,0.00,0.00,100.00
Unknown-1401,0.00,0.00,0.00,100.00
Unknown-1409,0.00,0.00,0.00,200.00
Unknown-1420,0.00,0.00,0.00,100.00
Unknown-1421,0.00,0.00,0.00,100.00
Unknown-1431,0.00,0.00,0.00,200.00
Unknown-1452,0.00,0.00,0.00,100.00
Unknown-1470,0.00,0.00,0.00,100.00
Unknown-1486,0.00,0.00,0.00,100.00
Unknown-1487,0.00,0.00,0.00,100.00
Unknown-76,0.00,0.00,0.00,200.00
Unknown-452,0.00,0.00,0.00,100.00
Unknown-534,0.00,0.00,0.00,100.00
Unknown-683,0.00,0.00,0.00,100.00
Unknown-861,0.00,0.00,0.00,300.00
Unknown-973,0.00,0.00,0.00,200.00
Unknown-990,0.00,0.00,0.00,700.00
Unknown-996,0.00,0.00,0.00,100.00
Unknown-1020,0.00,0.00,0.00,100.00
Unknown-1052,0.00,0.00,0.00,100.00
Unknown-1083,0.00,0.00,0.00,100.00
Unknown-1129,0.00,0.00,0.00,100.00
Unknown-1148,0.00,0.00,0.00,100.00
Unknown-1162,0.00,0.00,0.00,100.00
Unknown-1174,0.00,0.00,0.00,100.00
Unknown-1186,0.00,0.00,0.00,100.00
Unknown-1198,0.00,0.00,0.00,100.00
Unknown-1199,0.00,0.00,0.00,100.00
Unknown-1256,0.00,0.00,0.00,100.00
Unknown-1291,0.00,0.00,0.00,100.00
Unknown-1303,0.00,0.00,0.00,100.00
Unknown-1335,0.00,0.00,0.00,100.00
Unknown-1350,0.00,0.00,0.00,100.00
Unknown-1370,0.00,0.00,0.00,100.00
Unknown-1374,0.00,0.00,0.00,100.00
Unknown-1402,0.00,0.00,0.00,100.00
Unknown-1416,0.00,0.00,0.00,200.00
Unknown-1465,0.00,0.00,0.00,100.00
Unknown-1469,0.00,0.00,0.00,100.00
Unknown-1473,0.00,0.00,0.00,100.00
Unknown-1483,0.00,0.00,0.00,200.00
Unknown-1489,0.00,0.00,0.00,100.00
Unknown-1495,0.00,0.00,0.00,100.00
Unknown-1499,0.00,0.00,0.00,100.00
Unknown-1513,0.00,0.00,0.00,100.00
